race_id,horse_no,horse_id,result,horse_age,horse_rating,finish_time,win_odds,place_odds,jockey_id
0,1,3917,10,3,60,83.92,9.7,3.7,2
0,2,2157,8,3,60,83.56,16,4.9,57
0,3,858,7,3,60,83.4,3.5,1.5,18
0,4,1853,9,3,60,83.62,39,11,59
0,5,2796,6,3,60,83.24,50,14,154
0,6,3296,3,3,60,82.83,7,1.8,34
0,7,911,12,3,60,84.15,99,28,149
0,8,2170,1,3,60,82.64,12,3.6,183
0,9,1730,13,3,60,84.2,38,13,131
0,10,2998,14,3,60,92.2,39,12,145
0,11,1733,2,3,60,82.77,8.6,2.5,155
0,12,2617,4,3,60,82.98,23,8.5,115
0,13,727,11,3,60,83.94,5.4,1.7,138
0,14,306,5,3,60,83.08,11,3.9,162
1,1,2397,12,3,60,71.98,14,4.2,149
1,2,4181,10,3,60,71.47,28,8.5,64
1,3,2814,8,3,60,70.98,7,1.7,183
1,4,905,3,3,60,70.72,12,3.3,18
1,5,3915,1,3,60,70.39,2.3,1.2,2
1,6,3865,11,3,60,71.77,28,6.3,34
1,7,1926,14,3,60,73.89,13,3.3,138
1,8,2330,5,3,60,70.8,43,11,59
1,9,3744,9,3,60,71.41,14,4.8,154
1,10,2772,4,3,60,70.76,10,2.6,145
1,11,550,13,3,60,72.54,50,15,151
1,12,4244,7,3,60,70.87,21,7.4,40
1,13,3605,2,3,60,70.56,13,4.7,162
1,14,2813,6,3,60,70.81,47,16,128
2,1,2306,2,3,60,83.69,9.2,2.3,69
2,2,2650,10,3,60,84.3,99,36,128
2,3,803,12,3,60,84.45,81,22,57
2,4,4048,6,3,60,83.98,3.5,1.5,138
2,5,3877,7,3,60,84.03,4.4,1.5,2
2,6,2800,8,3,60,84.25,65,23,183
2,7,133,11,3,60,84.36,99,25,151
2,8,3305,4,3,60,83.86,6.7,2,145
2,9,2172,9,3,60,84.25,7.9,3,18
2,10,2069,5,3,60,83.97,16,5.2,64
2,11,2162,1,3,60,83.69,7,2.3,115
2,12,1095,13,3,60,84.66,45,11,154
2,13,2012,3,3,60,83.74,22,5.9,59
2,14,1875,14,3,60,84.89,99,32,149
3,1,2973,5,3,60,69.23,15,4.7,115
3,2,485,6,3,60,69.34,11,3.1,18
3,3,2723,2,3,60,69.16,8.2,2.4,183
3,4,3031,11,3,60,70.22,44,11,138
3,5,3872,1,3,60,68.89,5.2,1.4,2
3,6,1398,10,3,60,69.75,36,11,64
3,7,939,4,3,60,69.22,15,4.5,162
3,8,4006,7,3,60,69.57,2.9,1.6,69
3,9,3844,9,3,60,69.67,15,4.2,34
3,10,713,3,3,60,69.2,5.1,1.6,154
3,11,4056,8,3,60,69.66,74,18,131
3,12,2002,12,3,60,70.52,68,18,151
4,1,82,3,3,60,95.94,5.2,1.7,18
4,2,97,1,3,60,95.84,3.6,1.5,69
4,3,3701,5,3,60,96.4,8.2,2.5,2
4,4,4061,11,3,60,96.92,28,8.1,162
4,5,887,6,3,60,96.51,33,10,183
4,6,134,12,3,60,97.16,43,18,138
4,7,3301,4,3,60,96.3,12,4,57
4,8,243,7,3,60,96.58,13,4.9,34
4,9,1332,8,3,60,96.76,6.1,1.9,115
4,10,277,2,3,60,95.87,11,2.8,131
4,11,3105,10,3,60,96.88,19,6.4,154
4,12,1895,9,3,60,96.8,31,9.3,63
4,13,2171,13,3,60,97.4,99,26,151
4,14,539,14,3,60,99.36,25,7.7,40
5,1,247,6,3,60,70.22,17,4.8,2
5,2,3712,10,3,60,70.88,1.8,1.1,18
5,3,3859,5,3,60,70.11,28,6.9,69
5,4,1899,4,3,60,70.07,11,2.2,115
5,5,3125,8,3,60,70.69,13,2.9,64
5,6,3918,13,3,60,71.76,99,24,154
5,7,1865,12,3,60,71.6,99,23,149
5,8,1369,3,3,60,69.91,32,7,183
5,9,585,1,3,60,69.2,6.1,1.6,138
5,10,1688,9,3,60,70.71,8.5,2.8,57
5,11,3499,11,3,60,70.94,37,5.9,151
5,12,475,14,3,60,73.96,99,40,38
5,13,3119,7,3,60,70.23,22,5.3,34
5,14,2327,2,3,60,69.7,99,40,128
6,1,2997,7,3,60,82.35,6.3,2.1,18
6,2,1202,8,3,60,82.44,16,4.3,128
6,3,1904,6,3,60,82.3,5.7,2,69
6,4,1852,12,3,60,84.42,5.1,1.4,59
6,5,3346,1,3,60,81.51,16,4.1,115
6,6,1863,3,3,60,82.1,31,7.9,57
6,7,3788,2,3,60,82.09,8.6,2.1,138
6,8,4041,5,3,60,82.26,52,8.8,154
6,9,3440,10,3,60,82.7,56,14,151
6,10,3101,4,3,60,82.24,2.7,1.5,162
6,11,3841,11,3,60,83.84,99,33,155
6,12,1420,9,3,60,82.52,99,30,149
7,1,3352,8,3,60,57.1,11,3.6,2
7,2,2795,9,3,60,57.45,36,9.8,145
7,3,4202,2,3,60,56.57,21,4.4,183
7,4,4343,5,3,60,56.76,26,7.4,138
7,6,4222,4,3,60,56.73,24,7.1,59
7,7,3732,12,3,60,57.91,2.7,1.4,69
7,8,2644,3,3,60,56.72,6.3,1.8,115
7,9,910,11,3,60,57.62,22,7.4,40
7,10,4101,10,3,60,57.48,22,6,64
7,11,4058,13,3,60,58.27,71,26,34
7,12,2161,6,3,60,56.77,17,6,149
7,13,3697,1,3,60,56.55,7,2.3,162
7,14,2671,7,3,60,57.05,6.6,1.7,128
8,1,2329,7,3,60,83.18,15,3.1,149
8,2,256,3,3,60,82.89,10,3.3,154
8,3,3452,4,3,60,82.9,20,5.4,131
8,4,2816,9,3,60,83.71,11,3.3,2
8,5,4121,2,3,60,82.61,4.9,1.6,115
8,6,389,11,3,60,83.91,55,9.6,34
8,7,3696,1,3,60,82.59,2.4,1.2,162
8,8,303,14,3,60,87.99,60,12,38
8,9,3349,5,3,60,82.98,6.5,2,128
8,10,3196,6,3,60,83.02,67,17,138
8,11,1789,8,3,60,83.48,99,26,155
8,12,1109,13,3,60,84.41,99,46,59
8,13,3583,10,3,60,83.85,13,3.3,151
8,14,4035,12,3,60,83.96,99,29,52
9,1,3451,1,3,60,70.19,20,4.9,183
9,2,3306,13,3,60,71.02,19,6.9,64
9,3,1444,8,3,60,70.63,12,4.2,162
9,4,541,7,3,60,70.56,8.6,3.2,69
9,5,540,11,3,60,70.9,19,4.6,138
9,6,3668,3,3,60,70.36,3.3,1.4,115
9,7,3422,4,3,60,70.37,16,4.1,2
9,8,908,12,3,60,71.01,72,17,34
9,9,3683,9,3,60,70.69,4,1.6,154
9,10,4043,14,3,60,71.28,75,17,131
9,11,2053,10,3,60,70.86,8.5,2.5,18
9,12,3842,6,3,60,70.56,25,5.3,155
9,13,3117,2,3,60,70.25,15,4.5,59
9,14,477,5,3,60,70.41,99,38,151
10,1,875,3,3,60,101.55,4.3,1.5,149
10,2,1016,1,3,60,101.29,5,1.8,18
10,3,2428,10,3,60,102.26,79,18,38
10,4,1874,4,3,60,101.6,13,3.9,64
10,5,2103,12,3,60,103.38,36,10,138
10,6,809,7,3,60,101.75,5.1,1.9,2
10,7,2967,2,3,60,101.42,7.9,2.7,34
10,8,1510,5,3,60,101.63,28,7.4,151
10,9,1322,6,3,60,101.74,8.8,2.3,145
10,10,3869,11,3,60,103.23,15,4.1,131
10,11,1207,9,3,60,101.9,8.4,3.6,128
10,12,2990,8,3,60,101.83,74,18,162
11,1,4349,12,3,60,103,6.3,2.4,183
11,2,1774,1,3,60,100.84,5.9,2.3,18
11,3,177,10,3,60,102.28,5.1,1.6,64
11,4,1336,3,3,60,101.38,8.4,2.6,2
11,5,1399,6,3,60,101.7,15,4.3,115
11,6,2797,8,3,60,102.1,42,9.1,154
11,7,3694,5,3,60,101.65,30,9,151
11,8,1581,7,3,60,102.01,20,6.6,138
11,9,1675,2,3,60,101.17,5.2,1.8,69
11,10,3458,11,3,60,102.63,34,9.3,162
11,11,2502,9,3,60,102.17,8.4,2.5,38
11,12,3161,4,3,60,101.44,16,5.8,149
12,1,3124,1,3,60,70.41,3.5,1.4,18
12,2,3393,9,3,60,71.14,62,18,145
12,3,2094,8,3,60,71.1,14,5.2,2
12,4,4374,7,3,60,71.02,9,2.5,64
12,5,2495,11,3,60,71.17,8.4,2.5,34
12,6,907,2,3,60,70.42,6.2,2.3,138
12,7,2966,3,3,60,70.57,4.5,1.5,115
12,8,1360,4,3,60,70.78,15,6.1,183
12,9,3082,6,3,60,70.87,26,7,69
12,10,3608,5,3,60,70.81,16,4.3,151
12,11,3581,10,3,60,71.15,16,4.5,162
12,12,1193,12,3,60,71.29,99,28,38
13,1,4115,1,3,60,57.56,7,1.7,69
13,2,3889,4,3,60,57.66,21,5.6,149
13,3,3700,7,3,60,58,12,2.9,151
13,4,3770,6,3,60,57.93,30,6.6,59
13,5,3490,2,3,60,57.65,1.7,1,2
13,6,2385,11,3,60,58.6,99,25,154
13,7,725,12,3,60,59.4,15,3.6,34
13,8,4116,3,3,60,57.66,7.7,1.7,38
13,9,395,8,3,60,58.24,45,12,155
13,10,4246,10,3,60,58.53,22,6.4,131
13,11,3678,9,3,60,58.26,34,6.7,64
13,12,2645,5,3,60,57.93,28,9.3,145
14,1,1653,6,3,60,101.56,39,10,162
14,2,2975,9,3,60,101.71,14,3.2,138
14,3,2479,2,3,60,101.12,16,3.4,64
14,4,2052,8,3,60,101.63,33,8.8,34
14,5,385,5,3,60,101.47,22,5.6,57
14,6,3302,11,3,60,101.85,2.3,1.3,2
14,7,3734,12,3,60,101.9,5.8,2.1,18
14,8,3115,10,3,60,101.73,23,7.4,154
14,9,1785,7,3,60,101.57,7.3,1.8,131
14,10,3897,3,3,60,101.35,7.9,2.2,128
14,11,891,4,3,60,101.43,21,6,52
14,12,2192,1,3,60,100.83,26,9.1,151
15,1,1523,10,3,60,58.04,12,4.1,18
15,2,4248,2,3,60,57.27,24,8,115
15,3,1728,6,3,60,57.86,12,3.3,52
15,4,3932,3,3,60,57.61,12,4.2,183
15,5,3745,7,3,60,57.93,3.3,1.4,59
15,6,1226,11,3,60,58.07,10,2.4,69
15,7,3709,12,3,60,58.45,6.9,3.1,57
15,8,131,1,3,60,57.17,6.6,2,2
15,9,1927,5,3,60,57.78,20,6,145
15,10,2323,8,3,60,57.98,24,7.3,149
15,11,2995,8,3,60,57.98,9,2.7,128
15,12,258,4,3,60,57.77,31,8.6,154
16,1,1520,6,3,60,101.22,12,4.1,2
16,2,386,7,3,60,101.34,10,4.1,149
16,3,397,11,3,60,103.56,30,8.2,34
16,4,3603,9,3,60,101.68,7.7,2.5,64
16,5,2628,5,3,60,101.16,18,5,115
16,6,3767,8,3,60,101.48,27,8.8,162
16,7,93,3,3,60,100.67,3.1,1.5,69
16,8,2506,2,3,60,100.46,11,3.5,59
16,9,4245,4,3,60,101.08,39,10,18
16,10,2393,10,3,60,102.09,23,4.9,145
16,11,1683,1,3,60,100.32,5.6,1.5,154
16,12,1737,12,3,60,103.57,7.9,2.2,138
17,1,723,1,3,60,70,3.3,1.5,115
17,2,2669,9,3,60,70.76,14,3.5,59
17,3,3786,7,3,60,70.37,17,5,138
17,4,380,6,3,60,70.33,41,8.8,151
17,5,2092,8,3,60,70.52,16,3.8,34
17,6,2434,12,3,60,72.37,38,10,131
17,7,1022,2,3,60,70.08,7.4,2,154
17,8,1901,5,3,60,70.14,3.4,1.5,69
17,9,105,10,3,60,70.92,39,8.6,128
17,10,3253,11,3,60,71.88,31,7.6,162
17,11,2670,3,3,60,70.11,7.4,2.8,2
17,12,1910,4,3,60,70.12,15,3.4,149
18,1,394,3,3,60,57.17,13,3.4,69
18,2,4060,6,3,60,57.69,6.8,1.6,138
18,3,3905,1,3,60,56.89,14,4,151
18,4,2641,8,3,60,57.91,19,5.7,115
18,5,1849,2,3,60,57.11,3.2,1.3,18
18,7,1198,5,3,60,57.57,3.6,1.5,2
18,8,4023,7,3,60,57.69,4.4,1.6,64
18,9,1761,4,3,60,57.29,36,7.1,131
18,10,2228,9,3,60,58.18,29,9.1,162
19,1,4347,3,3,60,95.45,8.4,2.1,162
19,2,103,6,3,60,95.64,11,3.1,63
19,3,4061,7,3,60,96.01,27,8.4,149
19,4,2199,9,3,60,96.11,4.2,1.5,18
19,5,2688,5,3,60,95.58,9.9,3,69
19,6,2174,10,3,60,97.81,69,17,138
19,7,1785,1,3,60,95.2,10,2.8,131
19,8,1250,8,3,60,96.06,48,12,64
19,9,4055,4,3,60,95.56,2.9,1.2,2
19,10,2170,2,3,60,95.3,6.2,2.1,151
20,1,3690,9,3,60,57.58,12,3.4,69
20,2,507,10,3,60,58.14,7.9,2,18
20,3,3691,3,3,60,57.01,11,3.8,145
20,4,3997,8,3,60,57.57,80,16,131
20,6,558,6,3,60,57.16,2.9,1.4,2
20,7,3446,5,3,60,57.08,3.7,1.3,38
20,8,4008,2,3,60,56.9,10,3.8,64
20,9,3708,1,3,60,56.58,18,3.5,162
20,10,377,4,3,60,57.04,28,7.2,34
20,11,588,7,3,60,57.33,8.8,2.6,52
21,1,1677,3,3,60,70.19,14,3.4,183
21,2,3438,4,3,60,70.33,8.3,1.8,162
21,3,3132,6,3,60,70.64,12,3.3,57
21,4,1441,7,3,60,70.92,46,11,34
21,5,4317,1,3,60,69.73,7,2,145
21,6,3487,2,3,60,70.08,4.6,1.7,2
21,7,3106,9,3,60,71.37,73,20,38
21,8,252,5,3,60,70.52,2.3,1.2,18
21,9,2964,10,3,60,71.39,20,5,151
21,10,1912,8,3,60,71.35,12,3.6,131
22,1,876,9,3,60,83.68,59,17,162
22,2,578,4,3,60,83.54,6,2.2,2
22,3,4026,3,3,60,83.42,11,3.3,183
22,4,3127,5,3,60,83.57,16,5.2,154
22,5,882,12,3,60,83.91,28,10,63
22,6,1315,2,3,60,83.27,7.3,2.1,69
22,7,4376,6,3,60,83.59,13,4.3,115
22,8,1097,14,3,60,84.62,27,9.9,64
22,9,905,1,3,60,83,4.6,1.9,18
22,10,4320,8,3,60,83.64,10,2.8,145
22,11,3838,7,3,60,83.61,9.8,3.7,38
22,12,544,11,3,60,83.88,9.9,3,151
22,13,3606,10,3,60,83.8,17,5.6,138
22,14,2195,13,3,60,84.34,44,11,34
23,1,2618,10,3,60,84.08,15,4.2,115
23,2,2680,1,3,60,83.27,6.3,1.8,18
23,3,3791,2,3,60,83.35,2.3,1.3,2
23,4,1184,5,3,60,83.62,16,3.7,64
23,5,1069,11,3,60,84.15,30,9.4,138
23,6,2775,12,3,60,84.17,16,4.3,155
23,7,470,7,3,60,83.76,15,4.4,34
23,8,471,9,3,60,84.06,26,8.8,162
23,9,711,6,3,60,83.75,11,2.8,183
23,10,1689,14,3,60,84.68,20,5.8,52
23,11,72,4,3,60,83.52,16,4.1,128
23,12,104,3,3,60,83.51,25,5.2,154
23,13,1032,13,3,60,84.52,74,19,38
23,14,2683,8,3,60,83.86,18,5.7,151
24,1,2001,2,3,60,96.62,10,2.1,138
24,2,3933,3,3,60,96.68,14,3.6,64
24,3,3746,6,3,60,96.89,5.2,1.6,128
24,4,2432,4,3,60,96.82,3.3,1.4,2
24,5,26,7,3,60,97,23,6.3,59
24,7,3698,8,3,60,97.32,29,6.1,57
24,8,232,1,3,60,96.47,2.6,1.2,115
24,9,1403,5,3,60,96.82,13,2.9,154
24,10,3444,9,3,60,97.63,47,9.8,69
25,1,4364,9,3,60,70.69,83,16,59
25,2,4047,11,3,60,71.02,14,4.4,162
25,3,2791,8,3,60,70.37,37,8.5,34
25,4,3354,4,3,60,69.72,9,2.4,128
25,5,1661,2,3,60,69.49,13,3,18
25,6,3449,5,3,60,69.89,4.9,1.7,64
25,7,1107,3,3,60,69.67,9.6,3.2,57
25,8,2007,12,3,60,71.15,99,28,52
25,9,584,1,3,60,69.4,2.5,1.2,115
25,10,2307,7,3,60,70.03,8.8,2.4,2
25,11,3170,6,3,60,69.94,11,3.4,149
25,12,4034,10,3,60,70.77,99,24,63
26,1,2200,7,3,60,82.34,23,6.3,145
26,2,1204,11,3,60,83.14,27,8.8,115
26,3,4198,1,3,60,81.8,5.9,1.7,69
26,4,4037,8,3,60,82.39,37,8.8,154
26,5,4044,4,3,60,82.13,17,4.5,128
26,6,1517,3,3,60,82.12,4.4,1.8,183
26,7,1604,8,3,60,82.39,95,16,149
26,8,2090,13,3,60,83.65,99,45,40
26,9,1402,2,3,60,82.03,8.3,2.2,138
26,11,3934,12,3,60,83.24,96,21,151
26,12,3621,10,3,60,83.13,15,4.1,162
26,13,4346,5,3,60,82.23,9.5,2.4,64
26,14,2373,6,3,60,82.25,2.9,1.4,18
27,1,1111,10,3,60,83.2,45,7.7,138
27,2,4372,8,3,60,83.15,1.7,1.1,18
27,3,3424,12,3,60,83.27,74,13,149
27,4,4045,2,3,60,82.72,9.6,2.1,115
27,5,2013,1,3,60,82.65,14,3.1,155
27,6,1410,3,3,60,82.79,15,3.2,2
27,7,3166,4,3,60,82.81,10,2.7,183
27,8,2131,7,3,60,83,46,7.7,154
27,9,255,13,3,60,83.41,21,5.1,162
27,10,3453,11,3,60,83.25,30,7.4,64
27,11,1314,14,3,60,83.44,77,16,34
27,12,3035,9,3,60,83.17,14,4.2,59
27,13,484,5,3,60,82.9,15,3.4,151
27,14,2971,6,3,60,82.91,66,22,63
28,1,1653,1,3,60,110.62,9.3,2.3,162
28,2,3350,7,3,60,111.21,39,9.2,52
28,3,3497,3,3,60,110.89,5.6,2.1,34
28,4,133,4,3,60,111.09,4.4,1.6,151
28,5,3489,2,3,60,110.76,10,2.8,183
28,6,3694,9,3,60,111.74,16,4.6,64
28,7,4224,6,3,60,111.16,14,3.8,38
28,8,2502,5,3,60,111.1,10,2.6,155
28,9,891,8,3,60,111.23,2.7,1.2,128
29,1,2397,9,3,60,58.76,13,5.7,52
29,2,4351,5,3,60,58.56,5.2,1.8,18
29,4,4181,4,3,60,58.47,30,7.5,69
29,5,3738,7,3,60,58.67,2.9,1.4,145
29,6,3246,2,3,60,58.38,13,3.5,34
29,7,1019,10,3,60,58.83,52,13,64
29,8,1765,6,3,60,58.61,10,2.5,2
29,9,1730,3,3,60,58.46,9.4,2.9,131
29,10,2772,1,3,60,58.35,9.6,2.9,162
29,11,550,11,3,60,59.05,37,8.5,151
29,12,2970,8,3,60,58.74,7.1,1.9,128
30,1,2342,6,3,60,71.91,17,5.5,138
30,2,3128,11,3,60,72.63,25,7.2,34
30,3,2508,7,3,60,72.05,6.5,1.9,115
30,4,2647,8,3,60,72.08,12,3.9,18
30,5,95,4,3,60,71.76,8.4,2.1,2
30,6,135,10,3,60,72.26,17,3.9,64
30,7,233,3,3,60,71.73,5.5,2.5,145
30,8,2343,1,3,60,71,23,7.9,154
30,9,4120,2,3,60,71.65,3.7,1.6,183
30,10,2841,5,3,60,71.79,4.9,1.6,149
30,12,3121,9,3,60,72.09,93,23,151
31,1,2968,6,3,60,102.36,9.6,3.3,57
31,2,876,12,3,60,103.68,8.3,2.5,162
31,3,875,1,3,60,101.69,2.7,1.3,115
31,4,2414,3,3,60,102.34,14,4.1,18
31,5,1443,4,3,60,102.34,4.4,1.5,2
31,6,2006,11,3,60,102.96,43,9.9,151
31,7,1168,5,3,60,102.35,26,7.9,154
31,8,1874,10,3,60,102.68,16,3.8,64
31,9,1393,9,3,60,102.66,33,9.8,59
31,10,1322,2,3,60,102.19,17,4,145
31,11,3242,7,3,60,102.49,29,7.8,131
31,12,79,8,3,60,102.62,12,3.4,34
32,1,3579,8,3,60,101.95,14,3.6,131
32,2,2416,3,3,60,101.29,5.1,1.9,18
32,3,588,10,3,60,102.23,15,5.4,69
32,4,3618,11,3,60,102.46,12,3.6,162
32,5,1164,6,3,60,101.72,4,1.7,2
32,6,906,7,3,60,101.86,41,11,64
32,7,4035,9,3,60,102.2,41,10,52
32,8,3393,4,3,60,101.58,8.1,1.9,145
32,9,2650,1,3,60,101.17,6.3,2.3,128
32,10,2975,2,3,60,101.25,11,5.3,138
32,11,3118,5,3,60,101.59,7.9,2.4,149
32,12,3458,12,3,60,102.61,70,19,34
33,1,3452,3,3,60,111.07,5,1.5,18
33,2,2976,6,3,60,111.31,37,9.4,57
33,3,885,10,3,60,111.56,31,8,128
33,4,3281,12,3,60,111.94,9.5,2.5,183
33,5,4370,2,3,60,110.84,6.5,2.1,64
33,6,2308,5,3,60,111.24,26,5.4,138
33,7,2483,4,3,60,111.19,2.8,1.5,2
33,8,1337,9,3,60,111.42,14,4,149
33,9,3284,11,3,60,111.66,45,12,69
33,10,554,1,3,60,110.79,20,5.1,154
33,11,2792,8,3,60,111.4,10,2.9,34
33,12,1364,7,3,60,111.35,16,5.6,151
34,1,1728,9,3,60,71.27,23,5.6,128
34,2,2296,4,3,60,70.88,39,8.9,162
34,3,324,3,3,60,70.65,15,4,18
34,4,909,5,3,60,70.89,20,7.1,154
34,5,4007,1,3,60,70.48,2.6,1.3,115
34,6,3418,11,3,60,71.49,41,12,64
34,7,741,10,3,60,71.29,60,12,52
34,8,3450,6,3,60,70.95,4.7,1.7,2
34,9,2011,2,3,60,70.56,8.1,2.1,34
34,10,3840,8,3,60,71.2,12,3.1,57
34,11,3133,7,3,60,71.15,6,1.7,59
34,12,2014,12,3,60,71.9,34,10,131
35,1,4041,7,3,60,100.89,6.5,1.8,154
35,2,80,4,3,60,100.67,57,13,138
35,3,2055,11,3,60,102.22,34,8,64
35,4,238,3,3,60,100.63,16,5.8,59
35,5,26,5,3,60,100.67,17,4.3,52
35,6,344,12,3,60,102.68,25,5.7,162
35,7,4063,6,3,60,100.78,2.4,1.2,115
35,8,792,10,3,60,101.71,15,3.4,57
35,9,1487,2,3,60,100.62,3.7,1.5,2
35,10,3868,1,3,60,100.51,20,4,183
35,11,3841,9,3,60,101.46,54,15,128
35,12,3396,8,3,60,101.03,19,4,34
36,1,1484,4,3,60,69.96,14,4.9,40
36,2,3859,3,3,60,69.87,3.3,1.4,69
36,3,2094,9,3,60,70.77,68,17,154
36,4,474,11,3,60,71.41,10,3,162
36,5,1081,10,3,60,71.13,32,8.8,57
36,6,2743,2,3,60,69.86,6.9,2.4,145
36,7,1860,12,3,60,72.29,73,16,38
36,8,1369,7,3,60,70.29,3.8,1.5,183
36,9,4345,8,3,60,70.45,8.8,2.7,2
36,10,252,1,3,60,69.67,6.7,1.7,18
36,11,395,6,3,60,70.21,53,8.4,63
36,12,1690,5,3,60,70.03,99,22,34
37,1,4022,10,3,60,97.43,16,5.3,145
37,2,4391,9,3,60,97.13,14,4.2,64
37,3,3244,7,3,60,96.48,10,3.1,2
37,4,3282,6,3,60,96.39,26,9.6,162
37,5,2727,2,3,60,96.2,3.4,1.5,18
37,6,3485,12,3,60,99.14,19,7.1,183
37,7,3789,4,3,60,96.23,6.3,1.7,128
37,8,2103,11,3,60,97.66,29,9.7,138
37,9,727,3,3,60,96.21,8.5,2.4,151
37,10,3744,5,3,60,96.25,12,4.8,59
37,11,2481,8,3,60,96.68,9.3,2.8,154
37,12,178,1,3,60,96.18,8.7,3,34
38,1,1068,7,3,60,70.5,15,4.6,128
38,2,3733,6,3,60,70.47,24,6.2,154
38,3,3136,1,3,60,69.97,5.3,1.8,162
38,4,3918,10,3,60,70.97,99,45,149
38,5,1417,5,3,60,70.25,4.9,1.9,145
38,6,798,11,3,60,70.97,25,8.5,64
38,7,1688,2,3,60,70.06,5,2.2,57
38,8,2341,3,3,60,70.19,6.6,2.2,115
38,9,4062,9,3,60,70.84,7.9,2.6,2
38,10,3459,8,3,60,70.7,7.1,1.9,18
38,11,4246,12,3,60,70.98,86,19,63
38,12,2327,4,3,60,70.23,23,5.1,38
39,1,1687,7,3,60,83.71,7.2,2.5,131
39,2,882,6,3,60,83.56,18,4.7,63
39,3,416,14,3,60,85.44,10,3,149
39,4,3916,1,3,60,83.21,9.3,2.9,138
39,5,3442,11,3,60,83.85,16,4.8,34
39,6,3919,10,3,60,83.8,23,6.9,145
39,7,3488,13,3,60,84.43,6.8,3,18
39,8,3164,12,3,60,84.02,12,3.7,59
39,9,4038,2,3,60,83.26,43,12,64
39,10,962,9,3,60,83.75,34,10,52
39,11,2330,4,3,60,83.44,3.9,1.5,2
39,12,4244,5,3,60,83.53,12,3.8,40
39,13,248,8,3,60,83.75,29,9.1,151
39,14,2813,3,3,60,83.31,14,5,128
40,1,2618,10,3,60,84.09,23,6.3,128
40,2,1899,1,3,60,82.54,6.1,2.1,115
40,3,3189,9,3,60,83.79,20,5.2,69
40,4,893,7,3,60,83.24,33,7.8,154
40,5,4027,3,3,60,82.76,3.1,1.5,18
40,6,2162,5,3,60,83.07,7.4,1.9,149
40,7,4048,8,3,60,83.51,6.1,2.2,138
40,8,3649,11,3,60,84.81,24,8,183
40,9,2069,4,3,60,82.79,7.9,2.3,64
40,10,1080,2,3,60,82.72,9.8,2.8,2
40,11,3993,12,3,60,85.64,58,14,162
40,12,473,13,3,60,87.06,99,44,131
40,13,1689,6,3,60,83.18,69,20,52
41,1,4349,4,3,60,95.5,14,3.7,2
41,2,4347,1,3,60,95.28,5.4,1.8,162
41,3,2966,8,3,60,95.82,3.8,1.4,115
41,4,2800,5,3,60,95.6,13,4.2,183
41,5,1069,10,3,60,96.01,21,5.9,138
41,6,2199,6,3,60,95.66,23,6,131
41,7,3301,7,3,60,95.75,2.9,1.2,57
41,8,3499,2,3,60,95.37,23,5.9,64
41,9,134,3,3,60,95.43,99,27,149
41,10,2797,13,3,60,96.88,99,31,40
41,11,1769,9,3,60,95.83,11,3.1,154
41,12,1032,11,3,60,96.11,77,21,63
41,13,1875,12,3,60,96.69,99,30,34
42,1,2002,10,3,60,70.26,49,12,162
42,2,1488,2,3,60,69.03,4.8,1.6,2
42,3,92,1,3,60,69.01,12,3.2,18
42,4,591,3,3,60,69.08,2.5,1.2,115
42,5,535,4,3,60,69.15,14,3.1,138
42,6,1113,8,3,60,69.91,7.2,2.4,128
42,7,388,5,3,60,69.41,13,3.4,63
42,8,2434,13,3,60,73.21,99,31,131
42,9,910,11,3,60,70.31,99,22,40
42,10,231,6,3,60,69.7,6.3,2.2,69
42,11,4101,9,3,60,70.04,27,5.5,64
42,12,4058,12,3,60,71.67,99,36,34
42,13,4111,7,3,60,69.8,75,12,154
43,1,1444,3,3,60,69.6,64,13,162
43,2,3747,13,3,60,71.03,44,7.6,59
43,3,1098,7,3,60,69.8,20,4,64
43,4,3668,5,3,60,69.69,5.6,1.5,115
43,5,3422,2,3,60,69.59,12,2.4,57
43,6,3716,11,3,60,70.16,11,2.1,69
43,7,1827,1,3,60,69.59,51,9.7,183
43,8,3707,10,3,60,70.12,24,5.8,18
43,9,2642,8,3,60,69.91,57,9.9,138
43,10,2010,6,3,60,69.74,25,4.6,154
43,11,2482,9,3,60,69.93,1.6,1.1,2
43,12,2326,14,3,60,72.15,99,37,151
43,13,2323,4,3,60,69.61,99,16,149
43,14,2660,12,3,60,70.22,70,9.5,34
44,1,3306,4,3,60,69.95,19,7,69
44,2,1413,3,3,60,69.94,7.8,2.6,18
44,3,1661,11,3,60,70.89,22,5,149
44,4,4176,6,3,60,70.21,58,16,115
44,5,805,13,3,60,70.97,37,11,183
44,6,1171,9,3,60,70.37,6.6,1.7,162
44,7,3283,10,3,60,70.48,31,6.1,151
44,8,2798,12,3,60,70.91,99,35,59
44,9,586,7,3,60,70.31,13,4.1,128
44,10,908,8,3,60,70.34,99,27,34
44,11,3304,1,3,60,69.72,5.6,1.8,64
44,12,1927,14,3,60,71.04,99,27,145
44,13,585,2,3,60,69.9,2.5,1.2,138
44,14,3615,5,3,60,70.02,10,3,2
45,1,3308,14,3,60,96.94,7.4,2.2,18
45,2,543,6,3,60,95.9,5.1,2.1,69
45,3,4015,7,3,60,95.91,63,19,138
45,4,4110,10,3,60,96.6,49,9.7,149
45,5,3767,11,3,60,96.69,50,9.6,151
45,6,3102,5,3,60,95.77,3.4,1.5,57
